time;distance;pace;heartRate
792.0;2014.5;9.89;168
793.0;2016.300048828125;9.77;168
794.0;2018.4000244140625;9.7;168
795.0;2020.9000244140625;9.62;168
796.0;2023.4000244140625;9.57;168
797.0;2026.199951171875;9.51;168
798.0;2029.0999755859375;9.47;169
799.0;2031.9000244140625;9.43;168
800.0;2034.4000244140625;9.4;168
801.0;2037.300048828125;9.4;168
802.0;2040.5;9.38;168
803.0;2044.0999755859375;9.37;168
804.0;2047.0;9.37;168
805.0;2049.89990234375;9.37;168
806.0;2052.699951171875;9.37;168
807.0;2055.60009765625;9.35;168
808.0;2058.5;9.33;167
809.0;2061.5;9.32;167
810.0;2064.699951171875;9.32;166
811.0;2067.800048828125;9.29;166
812.0;2070.39990234375;9.26;166
813.0;2073.5;9.23;166
814.0;2077.300048828125;9.19;166
815.0;2081.10009765625;9.16;166
816.0;2084.800048828125;9.13;166
817.0;2087.89990234375;9.1;166
818.0;2090.800048828125;9.08;166
819.0;2093.39990234375;9.06;166
820.0;2096.699951171875;9.03;165
821.0;2099.39990234375;9.0;165
822.0;2101.89990234375;8.97;165
823.0;2103.89990234375;8.93;164
824.0;2106.39990234375;8.9;163
825.0;2108.60009765625;8.87;163
826.0;2111.5;8.83;162
827.0;2115.199951171875;8.8;162
828.0;2119.0;8.77;162
829.0;2121.60009765625;8.73;162
830.0;2124.5;8.68;162
831.0;2127.699951171875;8.62;162
832.0;2130.199951171875;8.55;162
833.0;2131.89990234375;8.48;162
834.0;2134.300048828125;8.41;162
835.0;2135.89990234375;8.34;162
836.0;2136.800048828125;8.28;162
837.0;2137.699951171875;8.22;162
838.0;2139.10009765625;7.75;162
839.0;2140.60009765625;7.52;162
840.0;2142.5;7.39;162
841.0;2144.60009765625;7.31;162
842.0;2147.0;7.27;162
843.0;2148.800048828125;7.25;162
844.0;2150.89990234375;7.26;162
845.0;2153.10009765625;7.26;162
846.0;2155.5;7.26;162
847.0;2157.5;7.28;162
848.0;2159.300048828125;7.28;162
849.0;2160.699951171875;7.3;162
850.0;2162.60009765625;7.3;162
851.0;2164.60009765625;7.32;162
852.0;2166.800048828125;7.38;162
853.0;2169.300048828125;7.46;162
854.0;2171.800048828125;7.59;162
855.0;2174.199951171875;7.72;162
856.0;2178.199951171875;7.84;162
857.0;2181.10009765625;7.93;162
858.0;2184.5;8.0;161
859.0;2187.800048828125;8.03;162
860.0;2191.10009765625;8.08;162
861.0;2194.39990234375;8.13;162
862.0;2196.89990234375;8.18;162
863.0;2198.699951171875;8.23;162
864.0;2201.39990234375;8.28;162
865.0;2203.0;8.32;162
866.0;2205.699951171875;8.36;161
867.0;2208.89990234375;8.41;161
868.0;2212.10009765625;8.47;161
869.0;2215.300048828125;8.54;161
870.0;2218.699951171875;8.62;161
871.0;2222.0;8.7;161
872.0;2226.300048828125;8.79;161
873.0;2230.300048828125;8.89;161
874.0;2234.10009765625;9.0;161
875.0;2238.199951171875;9.12;161
876.0;2242.199951171875;9.25;161
877.0;2245.89990234375;9.39;161
878.0;2249.60009765625;9.54;161
879.0;2253.300048828125;9.69;161
880.0;2257.10009765625;9.83;161
881.0;2260.699951171875;9.98;160
882.0;2264.0;10.12;160
883.0;2267.39990234375;10.25;160
884.0;2270.300048828125;10.38;160
885.0;2273.300048828125;10.5;159
886.0;2276.60009765625;10.61;159
887.0;2279.300048828125;10.71;159
888.0;2281.89990234375;10.79;159
889.0;2284.5;10.85;159
890.0;2287.10009765625;10.9;160
891.0;2289.800048828125;10.93;160
892.0;2292.300048828125;10.95;160
893.0;2294.699951171875;10.95;160
894.0;2296.89990234375;10.93;161
895.0;2298.89990234375;10.9;162
896.0;2301.39990234375;10.84;162
897.0;2303.699951171875;10.34;162
898.0;2305.800048828125;10.0;163
899.0;2308.300048828125;9.75;163
900.0;2310.39990234375;9.58;163
901.0;2312.0;9.45;163
902.0;2314.10009765625;9.34;163
903.0;2316.5;9.28;162
904.0;2319.300048828125;9.25;162
905.0;2321.60009765625;9.26;162
906.0;2324.60009765625;9.31;162
907.0;2327.699951171875;9.35;162
908.0;2330.800048828125;9.38;162
909.0;2333.5;9.4;162
910.0;2336.89990234375;9.41;162
911.0;2340.300048828125;9.43;162
912.0;2343.800048828125;9.43;162
913.0;2346.199951171875;9.41;162
914.0;2348.5;9.17;162
915.0;2350.39990234375;8.89;162
916.0;2351.89990234375;8.6;162
917.0;2353.300048828125;8.36;162
918.0;2354.5;7.78;162
919.0;2356.10009765625;7.57;163
920.0;2357.300048828125;7.57;163
921.0;2359.0;7.61;163
922.0;2361.0;7.58;163
923.0;2362.89990234375;7.55;164
924.0;2364.5;7.47;164
925.0;2366.39990234375;7.36;164
926.0;2368.60009765625;7.27;165
927.0;2370.89990234375;7.23;165
928.0;2372.60009765625;7.18;165
929.0;2374.300048828125;7.13;165
930.0;2375.60009765625;7.08;165
931.0;2377.10009765625;7.03;165
932.0;2379.0;6.92;165
933.0;2380.89990234375;6.76;165
934.0;2382.199951171875;6.59;165
935.0;2383.39990234375;6.41;166
936.0;2384.5;5.99;166
937.0;2385.60009765625;5.64;166
938.0;2386.89990234375;5.41;169
939.0;2387.800048828125;5.41;169
940.0;2388.39990234375;5.53;169
941.0;2389.5;5.7;168
942.0;2391.800048828125;5.96;168
943.0;2394.0;6.21;168
944.0;2396.0;6.4;167
945.0;2397.699951171875;6.52;167
946.0;2400.300048828125;6.59;168
947.0;2402.699951171875;6.59;168
948.0;2405.10009765625;6.59;168
949.0;2407.10009765625;6.53;168
950.0;2408.60009765625;6.48;169
951.0;2409.60009765625;6.41;169
952.0;2410.800048828125;6.35;169
953.0;2411.39990234375;6.24;169
954.0;2412.60009765625;6.14;169
955.0;2413.39990234375;6.0;170
956.0;2414.89990234375;5.74;170
957.0;2415.800048828125;5.21;170
958.0;2416.300048828125;4.81;170
959.0;2416.800048828125;4.66;171
960.0;2418.10009765625;4.75;171
961.0;2419.699951171875;4.99;171
962.0;2421.60009765625;5.38;171
963.0;2423.39990234375;5.85;171
964.0;2425.89990234375;6.24;171
965.0;2428.89990234375;6.58;171
966.0;2431.699951171875;7.05;171
967.0;2435.10009765625;7.67;171
968.0;2439.39990234375;8.17;171
969.0;2443.39990234375;8.31;170
970.0;2446.60009765625;8.67;170
971.0;2449.300048828125;8.62;170
972.0;2451.800048828125;8.31;170
973.0;2453.60009765625;7.88;170
974.0;2454.699951171875;6.91;170
975.0;2455.60009765625;6.37;170
976.0;2456.800048828125;5.96;170
977.0;2457.300048828125;5.99;170
978.0;2457.39990234375;6.03;170
979.0;2458.5;6.01;171
980.0;2459.60009765625;5.93;171
981.0;2460.89990234375;5.78;171
982.0;2462.300048828125;5.54;171
983.0;2463.0;5.41;170
984.0;2464.10009765625;5.38;170
985.0;2465.5;5.37;170
986.0;2466.60009765625;5.48;170
987.0;2468.39990234375;5.75;170
988.0;2470.300048828125;6.11;170
989.0;2473.10009765625;6.23;170
990.0;2477.60009765625;6.39;170
991.0;2481.0;6.58;170
992.0;2485.0;6.77;170
993.0;2489.199951171875;6.97;170
994.0;2492.199951171875;7.13;170
995.0;2495.199951171875;7.27;169
996.0;2498.300048828125;7.37;169
997.0;2501.0;7.48;169
998.0;2503.300048828125;7.88;169
999.0;2505.199951171875;8.0;168
1000.0;2508.199951171875;8.12;168
1001.0;2511.199951171875;8.25;168
1002.0;2514.39990234375;8.37;168
1003.0;2517.39990234375;8.48;168
1004.0;2520.300048828125;8.58;168
1005.0;2523.5;8.66;168
1006.0;2527.10009765625;11.7;168
1007.0;2531.0;11.66;168
1008.0;2533.89990234375;11.65;168
1009.0;2536.89990234375;11.63;168
1010.0;2540.39990234375;11.6;167
1011.0;2542.5;11.54;167
1012.0;2544.89990234375;11.44;167
1013.0;2547.10009765625;11.3;167
1014.0;2549.10009765625;11.15;167
1015.0;2551.199951171875;9.68;166
1016.0;2552.199951171875;8.99;166
1017.0;2553.89990234375;8.8;166
1018.0;2555.199951171875;8.85;165
1019.0;2557.699951171875;9.09;165
1020.0;2560.39990234375;9.38;164
1021.0;2563.39990234375;9.67;164
1022.0;2566.60009765625;9.72;164
1023.0;2569.10009765625;9.55;163
1024.0;2571.39990234375;9.5;163
1025.0;2574.10009765625;9.64;162
1026.0;2577.39990234375;9.95;162
1027.0;2581.0;10.77;162
1028.0;2584.199951171875;11.6;161
1029.0;2588.699951171875;12.11;161
1030.0;2591.89990234375;11.95;161
1031.0;2591.89990234375;11.59;160
1032.0;2592.39990234375;8.57;160
1033.0;2594.39990234375;8.7;160
1034.0;2597.300048828125;8.81;159
1035.0;2598.0;9.14;159
1036.0;2599.800048828125;9.35;159
1037.0;2601.39990234375;9.71;159
1038.0;2602.60009765625;9.69;159
1039.0;2604.699951171875;9.65;159
1040.0;2609.60009765625;9.89;159
1041.0;2613.89990234375;10.21;159
1042.0;2617.300048828125;10.43;159
1043.0;2620.800048828125;10.59;159
1044.0;2623.89990234375;10.7;159
1045.0;2626.199951171875;10.7;159
1046.0;2629.699951171875;10.7;159
1047.0;2632.89990234375;10.72;159
1048.0;2636.300048828125;10.72;158
1049.0;2639.5;10.68;158
1050.0;2642.300048828125;10.66;158
1051.0;2644.5;10.64;158
1052.0;2647.10009765625;10.64;158
1053.0;2650.10009765625;10.88;158
1054.0;2653.800048828125;11.11;157
1055.0;2657.10009765625;11.37;157
1056.0;2660.199951171875;11.56;156
1057.0;2663.199951171875;11.72;156
1058.0;2666.699951171875;11.75;156
1059.0;2670.300048828125;11.8;155
1060.0;2674.5;11.84;155
1061.0;2678.60009765625;11.89;155
1062.0;2681.89990234375;11.94;155
1063.0;2684.5;11.51;155
1064.0;2686.300048828125;8.72;155
1065.0;2688.39990234375;8.76;155
1066.0;2690.800048828125;8.75;155
1067.0;2692.89990234375;8.69;155
1068.0;2694.5;8.64;155
1069.0;2695.699951171875;8.73;155
1070.0;2697.199951171875;8.71;155
1071.0;2699.60009765625;8.72;155
1072.0;2702.199951171875;8.74;155
1073.0;2704.699951171875;8.77;156
1074.0;2707.39990234375;8.8;156
1075.0;2710.60009765625;8.82;156
1076.0;2713.10009765625;8.82;156
1077.0;2714.89990234375;8.79;156
1078.0;2716.5;8.75;156
1079.0;2718.10009765625;8.68;157
1080.0;2720.10009765625;8.61;157
1081.0;2721.89990234375;8.56;157
1082.0;2723.800048828125;8.53;157
1083.0;2725.60009765625;8.62;157
1084.0;2727.39990234375;8.52;157
1085.0;2730.300048828125;8.33;157
1086.0;2732.699951171875;7.98;157
1087.0;2735.0;7.67;157
1088.0;2737.199951171875;7.35;157
1089.0;2738.60009765625;7.14;156
1090.0;2740.699951171875;7.38;156
1091.0;2742.699951171875;7.73;156
1092.0;2744.60009765625;8.12;155
1093.0;2746.89990234375;8.3;155
1094.0;2749.10009765625;8.71;155
1095.0;2751.39990234375;9.65;155
1096.0;2755.199951171875;10.72;155
1097.0;2759.5;10.75;155
1098.0;2764.5;10.86;155
1099.0;2769.300048828125;11.03;155
1100.0;2775.300048828125;11.27;155
1101.0;2778.699951171875;11.45;155
1102.0;2781.5;11.5;155
1103.0;2783.800048828125;11.43;155
1104.0;2786.60009765625;11.25;155
1105.0;2787.699951171875;10.96;155
1106.0;2787.699951171875;10.77;155
1107.0;2787.699951171875;10.28;155
1108.0;2787.699951171875;10.12;155
1109.0;2788.60009765625;10.0;155
1110.0;2791.39990234375;9.92;155
1111.0;2793.10009765625;9.86;155
1112.0;2795.5;9.81;155
1113.0;2798.800048828125;9.75;155
1114.0;2802.10009765625;9.69;155
1115.0;2804.89990234375;9.64;155
1116.0;2807.39990234375;9.61;155
1117.0;2810.5;9.63;155
1118.0;2814.89990234375;9.73;155
1119.0;2818.60009765625;9.92;155
1120.0;2823.39990234375;10.2;156
1121.0;2829.60009765625;10.55;156
1122.0;2835.699951171875;10.94;156
1123.0;2841.89990234375;11.34;156
1124.0;2847.89990234375;11.7;156
1125.0;2853.300048828125;11.96;156
1126.0;2857.199951171875;12.14;157
1127.0;2859.800048828125;12.23;157
1128.0;2862.699951171875;12.24;157
1129.0;2865.800048828125;12.2;157
1130.0;2867.89990234375;12.14;157
1131.0;2869.300048828125;12.07;158
1132.0;2870.39990234375;11.96;158
1133.0;2872.10009765625;11.82;158
1134.0;2873.699951171875;11.66;158
1135.0;2876.0;11.46;158
1136.0;2876.89990234375;11.22;158
1137.0;2877.39990234375;10.94;158
1138.0;2877.39990234375;10.63;158
1139.0;2877.39990234375;10.31;159
1140.0;2877.39990234375;9.98;159
1141.0;2877.39990234375;9.66;159
1142.0;2877.39990234375;9.39;159
1143.0;2877.39990234375;9.17;160
1144.0;2878.199951171875;8.95;160
1145.0;2880.0;8.76;160
1146.0;2880.800048828125;8.57;160
1147.0;2881.699951171875;8.36;160
1148.0;2882.10009765625;8.13;160
1149.0;2883.199951171875;7.92;160
1150.0;2883.199951171875;7.71;160
1151.0;2883.800048828125;7.54;159
1152.0;2886.10009765625;7.45;159
1153.0;2888.199951171875;8.5;159
1154.0;2892.60009765625;8.62;159
1155.0;2898.89990234375;8.88;159
1156.0;2905.89990234375;9.27;159
1157.0;2912.5;9.7;159
1158.0;2918.800048828125;10.13;159
1159.0;2924.199951171875;10.44;160
1160.0;2928.39990234375;10.65;160
1161.0;2932.199951171875;10.76;160
1162.0;2936.699951171875;10.85;160
1163.0;2941.300048828125;10.98;160
1164.0;2944.5;11.17;160
1165.0;2948.0;11.42;160
1166.0;2951.699951171875;11.7;160
1167.0;2955.800048828125;11.94;161
1168.0;2960.300048828125;12.14;161
1169.0;2965.300048828125;12.29;161
1170.0;2970.300048828125;12.4;161
1171.0;2974.300048828125;12.5;162
1172.0;2977.60009765625;12.23;162
1173.0;2980.60009765625;12.04;162
1174.0;2983.300048828125;11.93;162
1175.0;2986.60009765625;11.84;162
1176.0;2989.60009765625;11.75;163
1177.0;2992.60009765625;11.66;163
1178.0;2995.300048828125;11.58;163
1179.0;2997.10009765625;11.47;163
1180.0;2998.5;11.34;163
1181.0;2999.0;11.2;163
1182.0;3000.10009765625;11.06;163
1183.0;3001.60009765625;10.9;164
1184.0;3002.89990234375;10.75;164
1185.0;3004.39990234375;10.62;164
1186.0;3006.10009765625;10.48;164
1187.0;3007.699951171875;10.35;164
1188.0;3010.0;9.35;164
1189.0;3012.5;9.15;164
1190.0;3015.800048828125;9.36;163
1191.0;3018.89990234375;9.89;163
1192.0;3023.10009765625;10.48;162
1193.0;3027.699951171875;11.08;161
1194.0;3032.39990234375;11.41;161
1195.0;3037.10009765625;11.48;161
1196.0;3040.300048828125;11.44;161
1197.0;3042.39990234375;11.32;160
1198.0;3044.39990234375;11.14;160
1199.0;3046.10009765625;10.93;160
1200.0;3047.199951171875;10.74;159
1201.0;3047.199951171875;10.57;159
1202.0;3047.199951171875;10.42;159
1203.0;3047.199951171875;10.27;158
1204.0;3047.199951171875;10.1;158
1205.0;3047.199951171875;9.95;157
1206.0;3047.199951171875;9.79;157
1207.0;3047.199951171875;9.62;157
1208.0;3047.199951171875;9.43;156
1209.0;3047.199951171875;9.25;156
1210.0;3049.0;9.09;155
1211.0;3049.0;8.96;155
1212.0;3051.300048828125;8.84;155
1213.0;3055.60009765625;8.72;154
1214.0;3059.39990234375;8.61;154
1215.0;3062.699951171875;8.5;154
1216.0;3064.39990234375;8.4;154
1217.0;3067.0;8.28;153
1218.0;3069.0;8.16;153
1219.0;3070.10009765625;8.02;152
1220.0;3071.60009765625;7.88;152
1221.0;3073.39990234375;7.78;152
1222.0;3074.800048828125;7.73;151
1223.0;3076.800048828125;7.68;151
1224.0;3078.699951171875;7.63;151
1225.0;3079.60009765625;7.56;150
1226.0;3080.199951171875;7.46;150
1227.0;3081.60009765625;7.33;150
1228.0;3084.0;7.22;150
1229.0;3086.199951171875;7.22;149
1230.0;3088.89990234375;7.29;149
1231.0;3092.0;7.43;149
1232.0;3094.39990234375;7.61;149
1233.0;3097.89990234375;7.82;149
1234.0;3102.60009765625;7.99;149
1235.0;3108.39990234375;8.13;149
1236.0;3113.60009765625;8.21;148
1237.0;3117.199951171875;8.25;148
1238.0;3120.699951171875;8.26;148
1239.0;3123.300048828125;8.22;147
1240.0;3126.0;8.19;147
1241.0;3129.300048828125;8.19;146
1242.0;3133.10009765625;8.22;145
1243.0;3136.699951171875;8.26;145
1244.0;3139.10009765625;8.32;144
1245.0;3141.199951171875;8.33;144
1246.0;3143.89990234375;8.39;144
1247.0;3147.39990234375;8.5;144
1248.0;3151.199951171875;8.54;144
1249.0;3153.39990234375;8.15;144
1250.0;3154.800048828125;5.01;144
1251.0;3154.800048828125;4.72;144
1252.0;3155.39990234375;4.44;144
1253.0;3156.60009765625;4.99;144
1254.0;3158.0;6.45;144
1255.0;3159.89990234375;6.89;145
1256.0;3161.699951171875;10.05;145
1257.0;3163.89990234375;9.66;145
1258.0;3166.199951171875;10.05;145
1259.0;3169.10009765625;9.72;145
1260.0;3172.300048828125;8.96;145
1261.0;3175.10009765625;9.21;145
1262.0;3178.199951171875;9.63;145
1263.0;3182.199951171875;10.36;145
1264.0;3186.89990234375;15.27;145
1265.0;3191.89990234375;15.27;145
1266.0;3195.699951171875;15.12;145
1267.0;3199.699951171875;14.69;145
1268.0;3203.699951171875;11.83;145
1269.0;3207.10009765625;11.27;145
1270.0;3210.699951171875;10.81;145
1271.0;3213.800048828125;10.42;145
1272.0;3216.0;10.04;146
1273.0;3217.5;9.56;146
1274.0;3219.0;9.16;146
1275.0;3220.300048828125;9.07;147
1276.0;3221.89990234375;9.25;147
1277.0;3224.800048828125;9.53;147
1278.0;3227.800048828125;10.06;147
1279.0;3231.800048828125;10.66;147
1280.0;3236.10009765625;11.05;147
1281.0;3240.10009765625;11.21;147
1282.0;3243.10009765625;11.14;147
1283.0;3246.199951171875;10.87;147
1284.0;3249.60009765625;10.51;147
1285.0;3252.300048828125;10.07;147
1286.0;3253.800048828125;7.2;147
1287.0;3254.5;6.74;147
1288.0;3255.0;6.51;147
1289.0;3255.300048828125;6.57;147
1290.0;3256.10009765625;6.71;147
1291.0;3258.10009765625;7.11;147
1292.0;3260.39990234375;8.16;148
1293.0;3263.5;9.01;148
1294.0;3266.199951171875;9.57;148
1295.0;3269.199951171875;9.93;148
1296.0;3272.39990234375;10.0;149
1297.0;3275.89990234375;10.01;149
1298.0;3279.39990234375;10.04;149
1299.0;3283.0;10.08;149
1300.0;3286.89990234375;10.17;149
1301.0;3290.89990234375;10.32;149
1302.0;3295.10009765625;10.51;149
1303.0;3300.10009765625;10.74;149
1304.0;3304.699951171875;10.99;149
1305.0;3308.5;11.22;149
1306.0;3313.0;11.41;149
1307.0;3317.199951171875;11.57;149
1308.0;3321.60009765625;11.7;149
1309.0;3324.699951171875;11.79;149
1310.0;3327.89990234375;11.85;150
1311.0;3330.89990234375;11.87;150
1312.0;3333.199951171875;11.87;150
1313.0;3335.89990234375;11.83;150
1314.0;3339.0;11.78;151
1315.0;3341.39990234375;11.72;151
1316.0;3344.39990234375;11.66;151
1317.0;3347.5;11.59;152
1318.0;3350.5;11.53;152
1319.0;3352.39990234375;11.05;152
1320.0;3354.300048828125;8.02;152
1321.0;3356.0;8.04;152
1322.0;3358.0;8.03;152
1323.0;3359.39990234375;7.99;152
1324.0;3361.39990234375;7.97;152
1325.0;3363.39990234375;7.98;152
1326.0;3365.800048828125;8.04;152
1327.0;3368.60009765625;8.74;152
1328.0;3372.199951171875;9.19;152
1329.0;3375.89990234375;9.29;153
1330.0;3379.199951171875;8.97;153
1331.0;3381.699951171875;6.19;153
1332.0;3383.5;4.22;153
1333.0;3383.5;3.84;153
1334.0;3383.60009765625;2.19;154
1335.0;3383.60009765625;1.81;154
1336.0;3383.60009765625;1.68;154
1337.0;3383.60009765625;2.64;154
1338.0;3383.60009765625;3.89;155
1339.0;3383.60009765625;4.41;155
1340.0;3383.699951171875;5.59;155
1341.0;3385.800048828125;6.64;156
1342.0;3388.10009765625;7.08;156
1343.0;3390.699951171875;7.6;156
1344.0;3393.10009765625;8.16;156
1345.0;3397.0;11.72;157
1346.0;3401.60009765625;12.5;157
1347.0;3406.10009765625;12.62;157
1348.0;3409.10009765625;12.68;157
1349.0;3412.60009765625;13.02;157
1350.0;3416.39990234375;13.53;157
1351.0;3421.39990234375;14.37;158
1352.0;3426.89990234375;14.36;159
1353.0;3432.60009765625;14.4;159
1354.0;3437.39990234375;14.49;158
1355.0;3442.5;14.63;158
1356.0;3448.0;14.79;159
1357.0;3453.39990234375;14.96;159
1358.0;3459.300048828125;15.11;159
1359.0;3464.10009765625;15.2;160
1360.0;3467.300048828125;14.53;160
1361.0;3469.699951171875;10.27;160
1362.0;3471.5;10.31;161
1363.0;3473.699951171875;10.28;161
1364.0;3475.10009765625;10.19;162
1365.0;3476.300048828125;10.1;162
1366.0;3477.60009765625;10.01;162
1367.0;3478.0;9.92;162
1368.0;3479.39990234375;9.83;162
1369.0;3481.800048828125;9.75;162
1370.0;3484.0;9.68;162
1371.0;3486.199951171875;9.6;162
1372.0;3487.89990234375;9.49;162
1373.0;3489.5;9.37;163
1374.0;3490.699951171875;9.22;163
1375.0;3492.199951171875;9.05;163
1376.0;3494.0;8.87;163
1377.0;3495.800048828125;8.93;163
1378.0;3497.800048828125;10.0;164
1379.0;3500.199951171875;9.9;164
1380.0;3502.39990234375;9.87;164
1381.0;3505.89990234375;9.88;164
1382.0;3509.60009765625;9.93;163
1383.0;3513.39990234375;10.01;162
1384.0;3517.699951171875;10.12;162
1385.0;3522.300048828125;10.25;162
1386.0;3527.0;10.41;162
1387.0;3531.300048828125;10.58;162
1388.0;3535.699951171875;10.77;163
1389.0;3539.800048828125;10.95;163
1390.0;3543.699951171875;11.11;163
1391.0;3547.800048828125;11.25;163
1392.0;3552.0;11.37;163
1393.0;3556.0;11.48;162
1394.0;3559.5;11.57;162
1395.0;3563.199951171875;11.65;162
1396.0;3566.300048828125;11.72;162
1397.0;3569.60009765625;11.77;162
1398.0;3572.60009765625;11.75;162
1399.0;3574.800048828125;11.68;162
1400.0;3576.5;11.56;162
1401.0;3578.800048828125;11.41;162
1402.0;3580.800048828125;11.26;162
1403.0;3582.60009765625;11.14;162
1404.0;3584.10009765625;11.03;163
1405.0;3586.199951171875;10.93;163
1406.0;3588.300048828125;10.85;163
1407.0;3591.199951171875;10.77;163
1408.0;3594.10009765625;10.68;163
1409.0;3597.10009765625;10.61;162
1410.0;3599.5;10.54;162
1411.0;3601.300048828125;10.46;162
1412.0;3603.300048828125;10.34;162
1413.0;3604.699951171875;10.2;161
1414.0;3606.10009765625;10.05;161
1415.0;3608.0;9.87;161
1416.0;3609.800048828125;9.45;161
1417.0;3611.0;9.38;161
1418.0;3612.60009765625;8.92;161
1419.0;3614.5;8.62;162
1420.0;3616.60009765625;8.47;162
1421.0;3618.699951171875;8.35;162
1422.0;3621.800048828125;8.27;162
1423.0;3624.89990234375;8.22;163
1424.0;3626.60009765625;8.17;163
1425.0;3629.0;8.12;163
1426.0;3631.5;8.05;163
1427.0;3634.0;7.98;163
1428.0;3635.800048828125;7.91;163
1429.0;3637.199951171875;7.83;163
1430.0;3639.0;7.75;164
1431.0;3640.10009765625;7.67;164
1432.0;3641.800048828125;7.58;164
1433.0;3643.199951171875;6.83;164
1434.0;3644.199951171875;6.32;164
1435.0;3645.699951171875;6.02;164
1436.0;3648.199951171875;5.88;164
1437.0;3650.800048828125;5.8;164
1438.0;3653.5;5.77;164
1439.0;3655.800048828125;5.77;164
1440.0;3658.39990234375;5.78;164
1441.0;3661.89990234375;5.78;165
1442.0;3667.199951171875;5.78;165
1443.0;3672.800048828125;5.77;165
1444.0;3677.10009765625;5.77;165
1445.0;3680.300048828125;5.75;166
1446.0;3683.5;5.74;166
1447.0;3686.39990234375;5.74;166
1448.0;3689.0;5.72;165
1449.0;3690.60009765625;5.72;165
1450.0;3691.199951171875;5.72;166
1451.0;3691.199951171875;5.69;166
1452.0;3691.199951171875;5.69;166
1453.0;3691.5;5.66;166
1454.0;3693.300048828125;5.63;166
1455.0;3695.300048828125;5.6;167
1456.0;3697.39990234375;5.57;167
1457.0;3699.89990234375;5.55;167
1458.0;3702.699951171875;5.55;167
1459.0;3705.199951171875;5.53;168
1460.0;3708.39990234375;5.51;168
1461.0;3711.0;5.5;168
1462.0;3713.39990234375;5.5;168
1463.0;3715.800048828125;5.5;168
1464.0;3717.800048828125;5.5;169
1465.0;3720.5;5.51;169
1466.0;3723.10009765625;5.51;170
1467.0;3725.10009765625;5.51;170
1468.0;3726.89990234375;5.49;170
1469.0;3727.800048828125;5.46;170
1470.0;3729.5;5.45;171
1471.0;3731.300048828125;5.43;171
1472.0;3732.5;5.43;171
1473.0;3733.800048828125;5.43;171
1474.0;3734.89990234375;5.43;171
1475.0;3736.10009765625;5.44;172
1476.0;3738.10009765625;5.44;172
1477.0;3739.300048828125;5.44;172
1478.0;3740.5;5.42;172
1479.0;3741.199951171875;5.39;172
1480.0;3741.800048828125;5.36;172
1481.0;3742.699951171875;5.34;173
1482.0;3743.800048828125;5.33;173
1483.0;3745.10009765625;5.35;173
1484.0;3746.5;5.39;173
1485.0;3746.5;5.39;173
1486.0;3746.5;5.34;173
1487.0;3746.5;0.0;173
1488.0;3746.5;1.12;174
1489.0;3748.10009765625;2.02;174
1490.0;3749.300048828125;2.84;174
1491.0;3751.300048828125;4.91;174
1492.0;3754.39990234375;6.47;174
1493.0;3757.60009765625;8.29;174
1494.0;3764.5;9.21;175
1495.0;3769.39990234375;9.6;175
1496.0;3775.199951171875;9.86;175
1497.0;3780.300048828125;10.05;175
1498.0;3784.10009765625;10.15;176
1499.0;3789.0;10.13;176
1500.0;3793.199951171875;10.13;176
1501.0;3797.60009765625;9.97;176
1502.0;3800.5;9.33;176
1503.0;3802.300048828125;9.18;176
1504.0;3803.300048828125;8.96;176
1505.0;3804.39990234375;8.8;176
1506.0;3805.89990234375;8.75;176
1507.0;3807.89990234375;8.73;176
1508.0;3809.5;8.73;176
1509.0;3811.10009765625;8.73;176
1510.0;3812.199951171875;8.71;176
1511.0;3814.39990234375;8.71;176
1512.0;3817.800048828125;8.86;176
1513.0;3822.0;9.64;176
1514.0;3827.0;10.19;176
1515.0;3830.699951171875;9.98;176
1516.0;3832.60009765625;9.71;175
1517.0;3835.39990234375;9.51;175
1518.0;3837.60009765625;9.27;175
1519.0;3839.0;8.98;175
1520.0;3840.199951171875;8.76;174
1521.0;3841.300048828125;8.63;174
1522.0;3842.60009765625;8.57;174
1523.0;3842.60009765625;8.49;174
1524.0;3842.800048828125;8.4;174
1525.0;3843.89990234375;8.28;174
1526.0;3845.800048828125;8.12;174
1527.0;3848.5;7.95;174
1528.0;3851.699951171875;7.83;173
1529.0;3855.0;7.77;173
1530.0;3857.89990234375;7.74;173
1531.0;3860.10009765625;7.7;174
1532.0;3862.800048828125;7.67;174
1533.0;3866.300048828125;7.64;174
1534.0;3870.199951171875;7.64;174
1535.0;3873.10009765625;7.62;173
1536.0;3875.60009765625;7.63;173
1537.0;3877.5;7.6;173
1538.0;3879.89990234375;7.52;173
1539.0;3882.300048828125;7.39;173
1540.0;3885.39990234375;7.21;172
1541.0;3888.5;7.0;172
1542.0;3891.60009765625;6.82;172
1543.0;3895.10009765625;6.68;172
1544.0;3898.300048828125;6.55;171
1545.0;3900.800048828125;6.43;170
1546.0;3903.199951171875;6.4;170
1547.0;3906.60009765625;6.44;170
1548.0;3909.10009765625;6.56;170
1549.0;3910.60009765625;6.73;169
1550.0;3912.199951171875;6.91;170
1551.0;3914.300048828125;7.01;170
1552.0;3915.60009765625;7.04;170
1553.0;3917.10009765625;6.99;170
1554.0;3918.699951171875;6.94;170
1555.0;3920.60009765625;6.94;170
1556.0;3921.199951171875;6.96;170
1557.0;3922.699951171875;7.01;170
1558.0;3924.39990234375;7.06;170
